month,product_name,region,opening_stock_units,received_units,sold_units,closing_stock_units,stockout_days,backorder_units,,
01-07-2023,RES-19,West,335,4309,338,4306,1,0,,
01-07-2023,RES-24,Central,17304,2284,410,19178,0,0,,
01-07-2023,RES-24,East,29,2896,77,2848,3,29,,
01-07-2023,RES-24,North,20442,3145,453,23134,0,0,,
01-07-2023,RES-24,South,407,3037,434,3010,3,25,,
01-07-2023,RES-24,West,23099,1685,239,24545,0,0,,
01-08-2023,ANA-01,Central,12834,2120,975,13979,0,0,,
01-08-2023,ANA-01,East,604,3232,610,3226,2,3,,
01-08-2023,ANA-01,North,18308,2137,762,19683,0,0,,
01-08-2023,ANA-01,South,15031,4107,1348,17790,0,0,,
01-08-2023,ANA-01,West,20938,2335,301,22972,0,0,,
01-08-2023,ANA-02,Central,22842,1830,1318,23354,0,0,,
01-08-2023,ANA-02,East,6724,3563,2876,7411,0,0,,
01-08-2023,ANA-02,North,11792,3189,1187,13794,0,0,,
01-08-2023,ANA-02,South,12390,2316,1009,13697,0,0,,
01-08-2023,ANA-02,West,6123,4625,2884,7864,0,0,,
01-08-2023,ANA-03,Central,21853,2846,403,24296,0,0,,
01-08-2023,ANA-03,East,20750,2231,55,22926,0,0,,
01-08-2023,ANA-03,North,25474,1504,501,26477,0,0,,
01-08-2023,ANA-03,South,28787,2767,107,31447,0,0,,
01-08-2023,ANA-03,West,390,3067,416,3041,3,13,,
01-08-2023,ANA-07,Central,17668,2853,583,19938,0,0,,
01-08-2023,ANA-07,East,22459,3190,458,25191,0,0,,
01-08-2023,ANA-07,North,-9,4196,32,4155,3,1,,
01-08-2023,ANA-07,South,20040,1916,361,21595,0,0,,
01-08-2023,ANA-07,West,21999,1577,695,22881,0,0,,
01-08-2023,ANA-09,Central,19593,2312,851,21054,0,0,,
01-08-2023,ANA-09,East,856,3266,888,3234,2,9,,
01-08-2023,ANA-09,North,178,2891,190,2879,4,12,,
01-08-2023,ANA-09,South,20167,1819,608,21378,0,0,,
01-08-2023,ANA-09,West,14553,2952,862,16643,0,0,,
01-08-2023,ANA-12,Central,23804,3090,184,26710,0,0,,
01-08-2023,ANA-12,East,20986,2886,60,23812,0,0,,
01-08-2023,ANA-12,North,20492,2785,349,22928,0,0,,
01-08-2023,ANA-12,South,21181,2053,317,22917,0,0,,
01-08-2023,ANA-12,West,25840,2561,237,28164,0,0,,
01-08-2023,ANA-18,Central,1460,811,1465,806,2,1,,
01-08-2023,ANA-18,East,19796,1996,582,21210,0,0,,
01-08-2023,ANA-18,North,19340,2512,982,20870,0,0,,
01-08-2023,ANA-18,South,21257,3076,493,23840,0,0,,
01-08-2023,ANA-18,West,1846,2325,1889,2282,4,30,,
01-08-2023,ANA-21,Central,17982,1992,917,19057,0,0,,
01-08-2023,ANA-21,East,22581,3581,493,25669,0,0,,
01-08-2023,ANA-21,North,21242,1460,748,21954,0,0,,
01-08-2023,ANA-21,South,24258,2828,560,26526,0,0,,
01-08-2023,ANA-21,West,24442,2176,675,25943,0,0,,
01-08-2023,ANA-23,Central,18223,3235,899,20559,0,0,,
01-08-2023,ANA-23,East,9654,2682,2284,10052,0,0,,
01-08-2023,ANA-23,North,2133,3647,2183,3597,4,28,,
01-08-2023,ANA-23,South,17704,3518,1013,20209,0,0,,
01-08-2023,ANA-23,West,18046,4064,470,21640,0,0,,
01-08-2023,ANT-13,Central,22096,2471,652,23915,0,0,,
01-08-2023,ANT-13,East,19801,3121,227,22695,0,0,,
01-08-2023,ANT-13,North,19145,1758,940,19963,0,0,,
01-08-2023,ANT-13,South,21624,3488,825,24287,0,0,,
01-08-2023,ANT-13,West,20197,3920,510,23607,0,0,,
01-08-2023,ANT-25,Central,16107,3383,217,19273,0,0,,
01-08-2023,ANT-25,East,19694,3564,112,23146,0,0,,
01-08-2023,ANT-25,North,22920,2479,68,25331,0,0,,
01-08-2023,ANT-25,South,19287,4206,497,22996,0,0,,
01-08-2023,ANT-25,West,20246,3251,829,22668,0,0,,
01-08-2023,CAR-05,Central,15094,3641,1799,16936,0,0,,
01-08-2023,CAR-05,East,15419,3275,2098,16596,0,0,,
01-08-2023,CAR-05,North,19635,3842,648,22829,0,0,,
01-08-2023,CAR-05,South,9798,4254,2256,11796,0,0,,
01-08-2023,CAR-05,West,12020,1773,728,13065,0,0,,
01-08-2023,CAR-08,Central,21128,3697,412,24413,0,0,,
01-08-2023,CAR-08,East,23031,3773,587,26217,0,0,,
01-08-2023,CAR-08,North,444,3027,448,3023,3,4,,
01-08-2023,CAR-08,South,28896,4913,138,33671,0,0,,
01-08-2023,CAR-08,West,20898,3492,63,24327,0,0,,
01-08-2023,CAR-10,Central,273,3448,309,3412,4,12,,
01-08-2023,CAR-10,East,280,3387,326,3341,4,22,,
01-08-2023,CAR-10,North,357,2928,389,2896,2,7,,
01-08-2023,CAR-10,South,21702,4489,559,25632,0,0,,
01-08-2023,CAR-10,West,20147,5107,352,24902,0,0,,
01-08-2023,CAR-14,Central,22333,4041,284,26090,0,0,,
01-08-2023,CAR-14,East,21218,2956,692,23482,0,0,,
01-08-2023,CAR-14,North,23551,4435,548,27438,0,0,,
01-08-2023,CAR-14,South,16401,2478,401,18478,0,0,,
01-08-2023,CAR-14,West,345,2387,387,2345,1,6,,
01-08-2023,CAR-15,Central,14158,3749,1900,16007,0,0,,
01-08-2023,CAR-15,East,-29,2946,0,2917,1,5,,
01-08-2023,CAR-15,North,943,2359,952,2350,3,1,,
01-08-2023,CAR-15,South,19888,2888,455,22321,0,0,,
01-08-2023,CAR-15,West,18244,2735,1067,19912,0,0,,
01-08-2023,CAR-20,Central,18420,4467,593,22294,0,0,,
01-08-2023,CAR-20,East,19595,3471,232,22834,0,0,,
01-08-2023,CAR-20,North,25087,3467,235,28319,0,0,,
01-08-2023,CAR-20,South,23888,3168,554,26502,0,0,,
01-08-2023,CAR-20,West,21074,3209,293,23990,0,0,,
01-08-2023,CAR-22,Central,23748,4126,253,27621,0,0,,
01-08-2023,CAR-22,East,22862,3386,393,25855,0,0,,
01-08-2023,CAR-22,North,24627,3938,330,28235,0,0,,
01-08-2023,CAR-22,South,23855,1985,143,25697,0,0,,
01-08-2023,CAR-22,West,130,3861,146,3845,2,2,,
01-08-2023,DIA-11,Central,25854,1664,149,27369,0,0,,
01-08-2023,DIA-11,East,24249,2821,248,26822,0,0,,
01-08-2023,DIA-11,North,230,3806,266,3770,4,19,,
01-08-2023,DIA-11,South,21302,1574,362,22514,0,0,,
01-08-2023,DIA-11,West,42,2958,76,2924,1,8,,
01-08-2023,DIA-16,Central,20011,2607,474,22144,0,0,,
01-08-2023,DIA-16,East,18780,4252,601,22431,0,0,,
01-08-2023,DIA-16,North,17751,3604,1103,20252,0,0,,
01-08-2023,DIA-16,South,20672,3384,364,23692,0,0,,
01-08-2023,DIA-16,West,19102,2890,206,21786,0,0,,
01-08-2023,RES-04,Central,23753,3534,189,27098,0,0,,
01-08-2023,RES-04,East,22292,668,807,22153,0,0,,
01-08-2023,RES-04,North,187,2354,194,2347,2,7,,
01-08-2023,RES-04,South,18443,2798,497,20744,0,0,,
01-08-2023,RES-04,West,23678,3995,337,27336,0,0,,
01-08-2023,RES-06,Central,272,2110,279,2103,4,2,,
01-08-2023,RES-06,East,19548,3994,397,23145,0,0,,
01-08-2023,RES-06,North,22959,2668,191,25436,0,0,,
01-08-2023,RES-06,South,19365,0,285,19080,0,0,,
01-08-2023,RES-06,West,21499,2396,431,23464,0,0,,
01-08-2023,RES-17,Central,177,2280,203,2254,1,10,,
01-08-2023,RES-17,East,18557,2321,438,20440,0,0,,
01-08-2023,RES-17,North,21903,3116,530,24489,0,0,,
01-08-2023,RES-17,South,460,4441,476,4425,4,14,,
01-08-2023,RES-17,West,26630,3107,792,28945,0,0,,
01-08-2023,RES-19,Central,25402,3080,125,28357,0,0,,
01-08-2023,RES-19,East,24533,1817,312,26038,0,0,,
01-08-2023,RES-19,North,18622,3331,36,21917,0,0,,
01-08-2023,RES-19,South,25648,2971,364,28255,0,0,,
01-08-2023,RES-19,West,378,4107,411,4074,2,10,,
01-08-2023,RES-24,Central,19178,1863,379,20662,0,0,,
01-08-2023,RES-24,East,20700,2398,86,23012,0,0,,
01-08-2023,RES-24,North,117,2007,149,1975,2,23,,
01-08-2023,RES-24,South,22236,3873,252,25857,0,0,,
01-08-2023,RES-24,West,24545,3391,331,27605,0,0,,
01-09-2023,ANA-01,Central,13979,2405,1473,14911,0,0,,
01-09-2023,ANA-01,East,21121,2651,1085,22687,0,0,,
01-09-2023,ANA-01,North,19683,2665,1028,21320,0,0,,
01-09-2023,ANA-01,South,17790,4166,755,21201,0,0,,
01-09-2023,ANA-01,West,22972,3346,760,25558,0,0,,
01-09-2023,ANA-02,Central,23354,3909,1380,25883,0,0,,
01-09-2023,ANA-02,East,3829,4102,3837,4094,2,0,,
01-09-2023,ANA-02,North,13794,3417,1740,15471,0,0,,
01-09-2023,ANA-02,South,13697,2623,1375,14945,0,0,,
01-09-2023,ANA-02,West,7864,2473,1052,9285,0,0,,
01-09-2023,ANA-03,Central,24296,3710,736,27270,0,0,,
01-09-2023,ANA-03,East,22926,2729,201,25454,0,0,,
01-09-2023,ANA-03,North,317,3608,335,3590,4,13,,
01-09-2023,ANA-03,South,31447,2360,579,33228,0,0,,
01-09-2023,ANA-03,West,23182,3848,222,26808,0,0,,
01-09-2023,ANA-07,Central,19938,2874,505,22307,0,0,,
01-09-2023,ANA-07,East,25191,3346,229,28308,0,0,,
01-09-2023,ANA-07,North,25575,3449,397,28627,0,0,,
01-09-2023,ANA-07,South,79,3056,103,3032,2,17,,
01-09-2023,ANA-07,West,22881,3252,644,25489,0,0,,
01-09-2023,ANA-09,Central,21054,3117,379,23792,0,0,,
01-09-2023,ANA-09,East,863,4082,864,4081,1,0,,
01-09-2023,ANA-09,North,130,2915,167,2878,3,31,,
01-09-2023,ANA-09,South,21378,2306,731,22953,0,0,,
01-09-2023,ANA-09,West,16643,3546,712,19477,0,0,,
01-09-2023,ANA-12,Central,26710,3120,427,29403,0,0,,
01-09-2023,ANA-12,East,23812,3241,329,26724,0,0,,
01-09-2023,ANA-12,North,22928,2652,347,25233,0,0,,
01-09-2023,ANA-12,South,22917,2626,368,25175,0,0,,
01-09-2023,ANA-12,West,93,2116,106,2103,1,9,,
01-09-2023,ANA-18,Central,16675,3296,1178,18793,0,0,,
01-09-2023,ANA-18,East,21210,1375,436,22149,0,0,,
01-09-2023,ANA-18,North,20870,3321,1584,22607,0,0,,
01-09-2023,ANA-18,South,23840,1815,768,24887,0,0,,
01-09-2023,ANA-18,West,9014,4409,2334,11089,0,0,,
01-09-2023,ANA-21,Central,19057,3455,844,21668,0,0,,
01-09-2023,ANA-21,East,25669,4180,683,29166,0,0,,
01-09-2023,ANA-21,North,21954,2568,1193,23329,0,0,,
01-09-2023,ANA-21,South,26526,3386,390,29522,0,0,,
01-09-2023,ANA-21,West,840,1493,848,1485,3,2,,
01-09-2023,ANA-23,Central,782,2525,819,2488,1,0,,
01-09-2023,ANA-23,East,10052,3713,1542,12223,0,0,,
01-09-2023,ANA-23,North,14402,4005,1318,17089,0,0,,
01-09-2023,ANA-23,South,20209,1317,671,20855,0,0,,
01-09-2023,ANA-23,West,187,4493,210,4470,2,6,,
01-09-2023,ANT-13,Central,23915,3655,656,26914,0,0,,
01-09-2023,ANT-13,East,141,3208,162,3187,1,14,,
01-09-2023,ANT-13,North,19963,1415,601,20777,0,0,,
01-09-2023,ANT-13,South,24287,2766,383,26670,0,0,,
01-09-2023,ANT-13,West,600,3764,614,3750,2,2,,
01-09-2023,ANT-25,Central,19273,3492,143,22622,0,0,,
01-09-2023,ANT-25,East,23146,3006,296,25856,0,0,,
01-09-2023,ANT-25,North,260,2918,293,2885,1,0,,
01-09-2023,ANT-25,South,22996,3669,654,26011,0,0,,
01-09-2023,ANT-25,West,22668,2313,729,24252,0,0,,
01-09-2023,CAR-05,Central,16936,3552,1767,18721,0,0,,
01-09-2023,CAR-05,East,16596,3892,2158,18330,0,0,,
01-09-2023,CAR-05,North,22829,3762,544,26047,0,0,,
01-09-2023,CAR-05,South,2316,1531,2360,1487,2,21,,
01-09-2023,CAR-05,West,13065,3290,1480,14875,0,0,,
01-09-2023,CAR-08,Central,24413,4047,572,27888,0,0,,
01-09-2023,CAR-08,East,26217,2879,497,28599,0,0,,
01-09-2023,CAR-08,North,402,2009,449,1962,3,13,,
01-09-2023,CAR-08,South,33671,2988,312,36347,0,0,,
01-09-2023,CAR-08,West,24327,3733,161,27899,0,0,,
01-09-2023,CAR-10,Central,24569,2737,332,26974,0,0,,
01-09-2023,CAR-10,East,27022,3101,483,29640,0,0,,
01-09-2023,CAR-10,North,24936,3151,461,27626,0,0,,
01-09-2023,CAR-10,South,25632,3300,698,28234,0,0,,
01-09-2023,CAR-10,West,24902,2700,543,27059,0,0,,
01-09-2023,CAR-14,Central,26090,3483,468,29105,0,0,,
01-09-2023,CAR-14,East,23482,2879,548,25813,0,0,,
01-09-2023,CAR-14,North,27438,2817,491,29764,0,0,,
01-09-2023,CAR-14,South,18478,1840,781,19537,0,0,,
01-09-2023,CAR-14,West,251,2745,256,2740,4,0,,
01-09-2023,CAR-15,Central,16007,3132,1583,17556,0,0,,
01-09-2023,CAR-15,East,-49,2632,0,2583,2,16,,
01-09-2023,CAR-15,North,20529,3300,1383,22446,0,0,,
01-09-2023,CAR-15,South,22321,2603,419,24505,0,0,,
01-09-2023,CAR-15,West,19912,2601,1163,21350,0,0,,
01-09-2023,CAR-20,Central,22294,4669,676,26287,0,0,,
01-09-2023,CAR-20,East,22834,2412,432,24814,0,0,,
01-09-2023,CAR-20,North,611,3097,617,3091,3,5,,
01-09-2023,CAR-20,South,26502,3662,237,29927,0,0,,
01-09-2023,CAR-20,West,507,3327,541,3293,4,5,,
01-09-2023,CAR-22,Central,27621,1126,253,28494,0,0,,
01-09-2023,CAR-22,East,25855,3372,512,28715,0,0,,
01-09-2023,CAR-22,North,137,3397,183,3351,3,14,,
01-09-2023,CAR-22,South,25697,4414,257,29854,0,0,,
01-09-2023,CAR-22,West,168,3015,184,2999,4,8,,
01-09-2023,DIA-11,Central,27369,4550,387,31532,0,0,,
01-09-2023,DIA-11,East,26822,2637,196,29263,0,0,,
01-09-2023,DIA-11,North,28620,3018,150,31488,0,0,,
01-09-2023,DIA-11,South,22514,3377,204,25687,0,0,,
01-09-2023,DIA-11,West,57,3601,76,3582,2,10,,
01-09-2023,DIA-16,Central,22144,3798,204,25738,0,0,,
01-09-2023,DIA-16,East,22431,2669,666,24434,0,0,,
01-09-2023,DIA-16,North,20252,3519,535,23236,0,0,,
01-09-2023,DIA-16,South,983,2849,987,2845,2,1,,
01-09-2023,DIA-16,West,21786,4407,152,26041,0,0,,
01-09-2023,RES-04,Central,117,2807,152,2772,2,1,,
01-09-2023,RES-04,East,22153,2896,693,24356,0,0,,
01-09-2023,RES-04,North,28800,2721,157,31364,0,0,,
01-09-2023,RES-04,South,20744,3178,440,23482,0,0,,
01-09-2023,RES-04,West,27336,3436,410,30362,0,0,,
01-09-2023,RES-06,Central,270,2781,297,2754,3,20,,
01-09-2023,RES-06,East,23145,2726,762,25109,0,0,,
01-09-2023,RES-06,North,25436,3273,259,28450,0,0,,
01-09-2023,RES-06,South,19080,1622,185,20517,0,0,,
01-09-2023,RES-06,West,23464,2165,530,25099,0,0,,
01-09-2023,RES-17,Central,60,3801,79,3782,2,14,,
01-09-2023,RES-17,East,20440,2562,353,22649,0,0,,
01-09-2023,RES-17,North,24489,3004,655,26838,0,0,,
01-09-2023,RES-17,South,25793,1475,637,26631,0,0,,
01-09-2023,RES-17,West,688,4268,711,4245,2,21,,
01-09-2023,RES-19,Central,28357,3335,119,31573,0,0,,
01-09-2023,RES-19,East,26038,2940,440,28538,0,0,,
01-09-2023,RES-19,North,21917,2805,80,24642,0,0,,
01-09-2023,RES-19,South,28255,2270,96,30429,0,0,,
01-09-2023,RES-19,West,29427,2443,451,31419,0,0,,
01-09-2023,RES-24,Central,20662,2425,354,22733,0,0,,
01-09-2023,RES-24,East,23012,3943,118,26837,0,0,,
01-09-2023,RES-24,North,139,3046,152,3033,2,4,,
01-09-2023,RES-24,South,25857,2137,395,27599,0,0,,
01-09-2023,RES-24,West,292,4711,335,4668,3,2,,
01-10-2023,ANA-01,Central,14911,3388,1584,16715,0,0,,
01-10-2023,ANA-01,East,22687,2399,867,24219,0,0,,
01-10-2023,ANA-01,North,21320,3177,1571,22926,0,0,,
01-10-2023,ANA-01,South,21201,3445,1588,23058,0,0,,
01-10-2023,ANA-01,West,25558,2786,727,27617,0,0,,
01-10-2023,ANA-02,Central,25883,3538,1092,28329,0,0,,
01-10-2023,ANA-02,East,2658,3518,2705,3471,4,16,,
01-10-2023,ANA-02,North,2039,2877,2047,2869,3,8,,
01-10-2023,ANA-02,South,14945,2415,3419,13941,0,0,,
01-10-2023,ANA-02,West,9285,2203,2024,9464,0,0,,
01-10-2023,ANA-03,Central,27270,2845,307,29808,0,0,,
01-10-2023,ANA-03,East,25454,2479,184,27749,0,0,,
01-10-2023,ANA-03,North,29750,2226,421,31555,0,0,,
01-10-2023,ANA-03,South,33228,2943,71,36100,0,0,,
01-10-2023,ANA-03,West,488,3623,517,3594,2,6,,
01-10-2023,ANA-07,Central,22307,3924,413,25818,0,0,,
01-10-2023,ANA-07,East,28308,2117,546,29879,0,0,,
01-10-2023,ANA-07,North,28627,3340,186,31781,0,0,,
01-10-2023,ANA-07,South,24548,3922,353,28117,0,0,,
01-10-2023,ANA-07,West,25489,2248,607,27130,0,0,,
01-10-2023,ANA-09,Central,23792,4291,574,27509,0,0,,
01-10-2023,ANA-09,East,25977,1818,669,27126,0,0,,
01-10-2023,ANA-09,North,33825,1975,282,35518,0,0,,
01-10-2023,ANA-09,South,22953,2885,422,25416,0,0,,
01-10-2023,ANA-09,West,19477,3939,1275,22141,0,0,,
01-10-2023,ANA-12,Central,29403,2534,128,31809,0,0,,
01-10-2023,ANA-12,East,26724,2945,209,29460,0,0,,
01-10-2023,ANA-12,North,25233,2823,431,27625,0,0,,
01-10-2023,ANA-12,South,180,2771,182,2769,3,1,,
01-10-2023,ANA-12,West,30174,3428,69,33533,0,0,,
01-10-2023,ANA-18,Central,1748,1575,1792,1531,1,11,,
01-10-2023,ANA-18,East,22149,1486,912,22723,0,0,,
01-10-2023,ANA-18,North,22607,1340,959,22988,0,0,,
01-10-2023,ANA-18,South,24887,3275,698,27464,0,0,,
01-10-2023,ANA-18,West,11089,3264,1587,12766,0,0,,
01-10-2023,ANA-21,Central,21668,3871,1031,24508,0,0,,
01-10-2023,ANA-21,East,29166,5024,997,33193,0,0,,
01-10-2023,ANA-21,North,23329,3068,537,25860,0,0,,
01-10-2023,ANA-21,South,291,2582,305,2568,3,2,,
01-10-2023,ANA-21,West,764,2186,798,2152,4,29,,
01-10-2023,ANA-23,Central,22265,3322,424,25163,0,0,,
01-10-2023,ANA-23,East,12223,2035,2013,12245,0,0,,
01-10-2023,ANA-23,North,1632,2402,1672,2362,1,22,,
01-10-2023,ANA-23,South,20855,2861,1925,21791,0,0,,
01-10-2023,ANA-23,West,25923,3001,320,28604,0,0,,
01-10-2023,ANT-13,Central,26914,2254,1250,27918,0,0,,
01-10-2023,ANT-13,East,25741,2492,409,27824,0,0,,
01-10-2023,ANT-13,North,20777,3106,631,23252,0,0,,
01-10-2023,ANT-13,South,1319,1880,1344,1855,1,12,,
01-10-2023,ANT-13,West,26757,2902,861,28798,0,0,,
01-10-2023,ANT-25,Central,22622,1291,227,23686,0,0,,
01-10-2023,ANT-25,East,25856,2976,227,28605,0,0,,
01-10-2023,ANT-25,North,27956,3100,114,30942,0,0,,
01-10-2023,ANT-25,South,26011,1492,442,27061,0,0,,
01-10-2023,ANT-25,West,24252,2850,822,26280,0,0,,
01-10-2023,CAR-05,Central,18721,3638,2491,19868,0,0,,
01-10-2023,CAR-05,East,18330,5443,1094,22679,0,0,,
01-10-2023,CAR-05,North,26047,2046,810,27283,0,0,,
01-10-2023,CAR-05,South,10967,3116,2983,11100,0,0,,
01-10-2023,CAR-05,West,14875,4153,1603,17425,0,0,,
01-10-2023,CAR-08,Central,27888,3231,549,30570,0,0,,
01-10-2023,CAR-08,East,316,2484,342,2458,1,8,,
01-10-2023,CAR-08,North,24354,4887,551,28690,0,0,,
01-10-2023,CAR-08,South,36347,1913,286,37974,0,0,,
01-10-2023,CAR-08,West,27899,3400,74,31225,0,0,,
01-10-2023,CAR-10,Central,26974,2357,520,28811,0,0,,
01-10-2023,CAR-10,East,29640,2830,352,32118,0,0,,
01-10-2023,CAR-10,North,27626,2394,503,29517,0,0,,
01-10-2023,CAR-10,South,28234,3426,454,31206,0,0,,
01-10-2023,CAR-10,West,27059,4096,331,30824,0,0,,
01-10-2023,CAR-14,Central,29105,2111,513,30703,0,0,,
01-10-2023,CAR-14,East,25813,3354,1039,28128,0,0,,
01-10-2023,CAR-14,North,29764,2693,176,32281,0,0,,
01-10-2023,CAR-14,South,19537,2620,903,21254,0,0,,
01-10-2023,CAR-14,West,278,1089,318,1049,2,1,,
01-10-2023,CAR-15,Central,17556,3488,2308,18736,0,0,,
01-10-2023,CAR-15,East,35460,3431,0,38891,0,0,,
01-10-2023,CAR-15,North,22446,4158,1124,25480,0,0,,
01-10-2023,CAR-15,South,24505,2320,308,26517,0,0,,
01-10-2023,CAR-15,West,21350,3876,3231,21995,0,0,,
01-10-2023,CAR-20,Central,305,4822,336,4791,4,24,,
01-10-2023,CAR-20,East,24814,3539,183,28170,0,0,,
01-10-2023,CAR-20,North,30799,4099,410,34488,0,0,,
01-10-2023,CAR-20,South,29927,777,171,30533,0,0,,
01-10-2023,CAR-20,West,26776,2117,410,28483,0,0,,
01-10-2023,CAR-22,Central,28494,1508,497,29505,0,0,,
01-10-2023,CAR-22,East,696,3711,741,3666,4,24,,
01-10-2023,CAR-22,North,31449,3875,399,34925,0,0,,
01-10-2023,CAR-22,South,29854,4147,249,33752,0,0,,
01-10-2023,CAR-22,West,26134,3008,218,28924,0,0,,
01-10-2023,DIA-11,Central,31532,3028,240,34320,0,0,,
01-10-2023,DIA-11,East,29263,3935,335,32863,0,0,,
01-10-2023,DIA-11,North,31488,3015,170,34333,0,0,,
01-10-2023,DIA-11,South,25687,3965,197,29455,0,0,,
01-10-2023,DIA-11,West,28587,4343,97,32833,0,0,,
01-10-2023,DIA-16,Central,25738,3011,223,28526,0,0,,
01-10-2023,DIA-16,East,24434,3619,463,27590,0,0,,
01-10-2023,DIA-16,North,23236,3978,496,26718,0,0,,
01-10-2023,DIA-16,South,25554,2194,1119,26629,0,0,,
01-10-2023,DIA-16,West,26041,3420,529,28932,0,0,,
01-10-2023,RES-04,Central,29753,2466,434,31785,0,0,,
01-10-2023,RES-04,East,24356,3093,779,26670,0,0,,
01-10-2023,RES-04,North,31364,2350,291,33423,0,0,,
01-10-2023,RES-04,South,23482,1605,578,24509,0,0,,
01-10-2023,RES-04,West,30362,3615,806,33171,0,0,,
01-10-2023,RES-06,Central,21450,2611,447,23614,0,0,,
01-10-2023,RES-06,East,25109,2050,592,26567,0,0,,
01-10-2023,RES-06,North,28450,3633,441,31642,0,0,,
01-10-2023,RES-06,South,183,1650,206,1627,4,15,,
01-10-2023,RES-06,West,25099,3114,668,27545,0,0,,
01-10-2023,RES-17,Central,28127,2722,116,30733,0,0,,
01-10-2023,RES-17,East,22649,2483,420,24712,0,0,,
01-10-2023,RES-17,North,26838,1429,684,27583,0,0,,
01-10-2023,RES-17,South,278,2528,316,2490,4,38,,
01-10-2023,RES-17,West,656,3397,677,3376,3,21,,
01-10-2023,RES-19,Central,31573,2854,289,34138,0,0,,
01-10-2023,RES-19,East,28538,4286,310,32514,0,0,,
01-10-2023,RES-19,North,24642,4387,112,28917,0,0,,
01-10-2023,RES-19,South,30429,3751,327,33853,0,0,,
01-10-2023,RES-19,West,31419,2604,315,33708,0,0,,
01-10-2023,RES-24,Central,326,3762,345,3743,2,15,,
01-10-2023,RES-24,East,26837,3600,174,30263,0,0,,
01-10-2023,RES-24,North,27886,3127,321,30692,0,0,,
01-10-2023,RES-24,South,27599,4758,138,32219,0,0,,
01-10-2023,RES-24,West,31981,3614,238,35357,0,0,,
01-11-2023,ANA-01,Central,16715,3222,1189,18748,0,0,,
01-11-2023,ANA-01,East,24219,3695,606,27308,0,0,,
01-11-2023,ANA-01,North,1365,3495,1386,3474,1,15,,
01-11-2023,ANA-01,South,23058,2421,1268,24211,0,0,,
01-11-2023,ANA-01,West,27617,2717,351,29983,0,0,,
01-11-2023,ANA-02,Central,28329,1415,1218,28526,0,0,,
01-11-2023,ANA-02,East,8489,4057,1586,10960,0,0,,
01-11-2023,ANA-02,North,16301,3199,1627,17873,0,0,,
01-11-2023,ANA-02,South,13941,2903,1582,15262,0,0,,
01-11-2023,ANA-02,West,9464,3531,3452,9543,0,0,,
01-11-2023,ANA-03,Central,29808,3200,450,32558,0,0,,
01-11-2023,ANA-03,East,27749,2376,152,29973,0,0,,
01-11-2023,ANA-03,North,31555,1809,257,33107,0,0,,
01-11-2023,ANA-03,South,22,3193,68,3147,4,39,,
01-11-2023,ANA-03,West,29914,1879,315,31478,0,0,,
01-11-2023,ANA-07,Central,25818,1835,185,27468,0,0,,
01-11-2023,ANA-07,East,29879,1831,479,31231,0,0,,
01-11-2023,ANA-07,North,31781,2488,177,34092,0,0,,
01-11-2023,ANA-07,South,28117,2254,513,29858,0,0,,
01-11-2023,ANA-07,West,27130,4034,453,30711,0,0,,
01-11-2023,ANA-09,Central,27509,4080,280,31309,0,0,,
01-11-2023,ANA-09,East,27126,3751,884,29993,0,0,,
01-11-2023,ANA-09,North,35518,3266,399,38385,0,0,,
01-11-2023,ANA-09,South,25416,4612,502,29526,0,0,,
01-11-2023,ANA-09,West,22141,4309,1210,25240,0,0,,
01-11-2023,ANA-12,Central,151,3607,191,3567,1,22,,
01-11-2023,ANA-12,East,29460,3185,138,32507,0,0,,
01-11-2023,ANA-12,North,27625,3457,363,30719,0,0,,
01-11-2023,ANA-12,South,27764,3384,420,30728,0,0,,
01-11-2023,ANA-12,West,33533,2609,146,35996,0,0,,
01-11-2023,ANA-18,Central,18576,2553,1332,19797,0,0,,
01-11-2023,ANA-18,East,22723,3636,817,25542,0,0,,
01-11-2023,ANA-18,North,694,2599,696,2597,3,1,,
01-11-2023,ANA-18,South,27464,4680,933,31211,0,0,,
01-11-2023,ANA-18,West,12766,1354,2218,11902,0,0,,
01-11-2023,ANA-21,Central,24508,4447,1187,27768,0,0,,
01-11-2023,ANA-21,East,33193,2278,478,34993,0,0,,
01-11-2023,ANA-21,North,1028,4601,1038,4591,3,0,,
01-11-2023,ANA-21,South,364,1930,365,1929,1,1,,
01-11-2023,ANA-21,West,27976,3505,419,31062,0,0,,
01-11-2023,ANA-23,Central,25163,1820,961,26022,0,0,,
01-11-2023,ANA-23,East,12245,2653,2534,12364,0,0,,
01-11-2023,ANA-23,North,17819,2988,1842,18965,0,0,,
01-11-2023,ANA-23,South,21791,3028,907,23912,0,0,,
01-11-2023,ANA-23,West,28604,2353,380,30577,0,0,,
01-11-2023,ANT-13,Central,27918,4536,523,31931,0,0,,
01-11-2023,ANT-13,East,27824,2971,394,30401,0,0,,
01-11-2023,ANT-13,North,23252,2509,516,25245,0,0,,
01-11-2023,ANT-13,South,27206,2999,1133,29072,0,0,,
01-11-2023,ANT-13,West,28798,1567,436,29929,0,0,,
01-11-2023,ANT-25,Central,23686,3596,328,26954,0,0,,
01-11-2023,ANT-25,East,537,1921,571,1887,3,23,,
01-11-2023,ANT-25,North,30942,2856,313,33485,0,0,,
01-11-2023,ANT-25,South,816,3428,852,3392,3,16,,
